Type,Name,Nationality/Country,Date_Info,Data_ID,Reference
"Individual (개인)","Salah Badi","","","6908759","LYi.028"
"Individual (개인)","Osama Al Kuni Ibrahim","Libya","1976-04-02","6908848","LYi.029"
"Individual (개인)","MOHAMMED SALAHALDIN ABD EL HALIM ZIDANE","Egypt","1963-04-11","113219","QDi.001"
"Individual (개인)","AMIN MUHAMMAD UL HAQ SAAM KHAN","Afghanistan","","111497","QDi.002"
"Individual (개인)","SALIM AHMAD SALIM HAMDAN","Yemen","","111919","QDi.003"
"Individual (개인)","AIMAN MUHAMMED RABI AL-ZAWAHIRI","Egypt","1951-06-19","111923","QDi.006"
"Individual (개인)","BILAL BIN MARWAN","","","111942","QDi.009"
"Individual (개인)","NASHWAN ABD AL-RAZZAQ ABD AL-BAQI","Iraq","","111900","QDi.012"
"Individual (개인)","TARIQ ANWAR EL SAYED AHMED","Egypt","1963-03-15","111498","QDi.014"
"Individual (개인)","MAHFOUZ OULD AL-WALID","Mauritania","1975-01-01","112026","QDi.015"
"Individual (개인)","THARWAT SALAH SHIHATA","Egypt","1960-06-29","111782","QDi.017"
"Individual (개인)","ABDUL MANAN AGHA","","","111514","QDi.018"
"Individual (개인)","ABDULLAH AHMED ABDULLAH EL ALFI","Egypt","1963-06-06","111947","QDi.019"
"Individual (개인)","MOHAMMAD HAMDI MOHAMMAD SADIQ AL-AHDAL","Yemen","1971-11-19","111660","QDi.020"
"Individual (개인)","AHMED KHALFAN GHAILANI","United Republic of Tanzania","1974-03-14","112044","QDi.028"
"Individual (개인)","RAED MUHAMMAD HASAN MUHAMMAD HIJAZI","Jordan","1968-12-30","112078","QDi.029"
"Individual (개인)","OMAR MAHMOUD UTHMAN","Jordan","1960-12-30","112283","QDi.031"
"Individual (개인)","ABDUL RAHMAN YASIN","United States of America","1960-04-10","113328","QDi.037"
"Individual (개인)","HASSAN DAHIR AWEYS","Somalia","","111944","QDi.042"
"Individual (개인)","MAJEED ABDUL CHAUDHRY","Pakistan","1939-04-15","111449","QDi.054"
"Individual (개인)","MAHMOOD SULTAN BASHIR-UD-DIN","Pakistan","","112032","QDi.055"
"Individual (개인)","MOHAMMED TUFAIL","Pakistan","1930-05-05","113440","QDi.056"
"Individual (개인)","IBRAHIM ALI ABU BAKR TANTOUSH","Libya","1966-02-02","111639","QDi.057"
"Individual (개인)","BOUBEKEUR BOULGHITI","Algeria","1970-02-13","111902","QDi.058"
"Individual (개인)","KHALID ABD AL-RAHMAN HAMD AL-FAWAZ","Saudi Arabia","1962-08-24","111763","QDi.059"
"Individual (개인)","MOHAMED BEN BELGACEM BEN ABDALLAH AL-AOUADI","Tunisia","1974-12-11","111735","QDi.060"
"Individual (개인)","MOHAMED LAKHAL","Tunisia","1970-02-05","111796","QDi.062"
"Individual (개인)","SAMI BEN KHAMIS BEN SALEH ELSSEID","Tunisia","1968-02-10","111806","QDi.064"
"Individual (개인)","ABD EL KADER MAHMOUD MOHAMED EL SAYED","Egypt","1962-12-26","111805","QDi.065"
"Individual (개인)","MOSTAFA KAMEL MOSTAFA IBRAHIM","United Kingdom of Great Britain and Northern Ireland","1958-04-15","112166","QDi.067"
"Individual (개인)","ADEL BEN AL-AZHAR BEN YOUSSEF HAMDI","Tunisia","1970-07-14","112033","QDi.068"
"Individual (개인)","MEHDI BEN MOHAMED BEN MOHAMED KAMMOUN","Tunisia","1968-04-03","112248","QDi.072"
"Individual (개인)","TAREK BEN HABIB BEN AL-TOUMI AL-MAAROUFI","Tunisia","1965-11-23","111920","QDi.074"
"Individual (개인)","ABDELHALIM HAFED ABDELFATTAH REMADNA","Algeria","1966-04-02","113322","QDi.075"
"Individual (개인)","ISAM ALI MOHAMED ALOUCHE","Jordan","1974-03-21","113223","QDi.076"
"Individual (개인)","SAID BAHAJI","Germany","1975-07-15","112030","QDi.080"
"Individual (개인)","RAMZI MOHAMED ABDULLAH BINALSHIBH","Yemen","1972-05-01","111943","QDi.081"
"Individual (개인)","MOUNIR EL MOTASSADEQ","Morocco","1974-04-03","111951","QDi.082"
"Individual (개인)","ZAKARYA ESSABAR","Morocco","1977-04-03","112043","QDi.083"
"Individual (개인)","MOHAMAD IQBAL ABDURRAHMAN","Indonesia","1957-08-17","111451","QDi.086"
"Individual (개인)","NURJAMAN RIDUAN ISAMUDDIN","Indonesia","1964-04-04","112001","QDi.087"
"Individual (개인)","MEHREZ BEN MAHMOUD BEN SASSI AL-AMDOUNI","Tunisia","1969-12-18","111734","QDi.092"
"Individual (개인)","MOUSSA BEN OMAR BEN ALI ESSAADI","Tunisia","1964-12-04","112042","QDi.096"
"Individual (개인)","AGUS DWIKARNA","Indonesia","1964-08-11","112039","QDi.111"
"Individual (개인)","SALIM Y SALAMUDDIN JULKIPLI","Philippines","1967-06-20","112007","QDi.114"
"Individual (개인)","ARIS MUNANDAR","Indonesia","1971-01-01","113211","QDi.119"
"Individual (개인)","ABDUL HAKIM MURAD","Pakistan","1968-04-11","113313","QDi.120"
"Individual (개인)","PARLINDUNGAN SIREGAR","Indonesia","1957-04-25","113220","QDi.122"
"Individual (개인)","YASSIN SYAWAL","Indonesia","1962-09-03","113222","QDi.123"
"Individual (개인)","YAZID SUFAAT","Malaysia","1964-01-20","113439","QDi.124"
"Individual (개인)","YUNOS UMPARA MOKLIS","Philippines","1966-07-07","113442","QDi.126"
"Individual (개인)","DJAMEL MOUSTFA","Algeria","1973-09-28","112379","QDi.129"
"Individual (개인)","DAWOOD IBRAHIM KASKAR","India","1955-12-26","112138","QDi.135"
"Individual (개인)","MOKHTAR BELMOKHTAR","Algeria","1972-06-01","111794","QDi.136"
"Individual (개인)","IMED BEN MEKKI ZARKAOUI","Tunisia","1973-01-15","111922","QDi.139"
"Individual (개인)","KAMAL BEN MAOELDI BEN HASSAN AL-HAMRAOUI","Tunisia","1977-10-21","111916","QDi.140"
"Individual (개인)","MAXAMED CABDULLAAH CIISE","Somalia","1974-10-08","112035","QDi.141"
"Individual (개인)","RADI ABD EL SAMIE ABOU EL YAZID EL AYASHI","Egypt","1972-01-02","112040","QDi.142"
"Individual (개인)","HAMADI BEN ABDUL AZIZ BEN ALI BOUYEHIA","Tunisia","1966-05-29","111799","QDi.143"
"Individual (개인)","MOHAMMAD TAHIR HAMMID HUSSEIN","Iraq","1975-11-01","111810","QDi.144"
"Individual (개인)","MOHAMED AMIN MOSTAFA","Iraq","1975-10-11","112378","QDi.147"
"Individual (개인)","NOUREDDINE BEN ALI BEN BELKASSEM AL-DRISSI","Tunisia","1964-04-30","111837","QDi.149"
"Individual (개인)","AL-AZHAR BEN KHALIFA BEN AHMED ROUINE","Tunisia","1975-11-20","113436","QDi.150"
"Individual (개인)","SAIFI AMMARI","Algeria","1968-01-01","112028","QDi.152"
"Individual (개인)","SULAIMAN JASSEM SULAIMAN ALI ABO GHAITH","Kuwait","1965-12-14","111496","QDi.154"
"Individual (개인)","DJAMEL LOUNICI","Algeria","1962-02-01","112494","QDi.155"
"Individual (개인)","ABD-AL-MAJID AZIZ AL-ZINDANI","Yemen","","111924","QDi.156"
"Individual (개인)","KAMEL DJERMANE","Algeria","1965-10-12","112037","QDi.167"
"Individual (개인)","HABIB BEN AHMED AL-LOUBIRI","Tunisia","1961-11-17","111785","QDi.177"
"Individual (개인)","MUHSIN FADHIL AYED ASHOUR AL-FADHLI","Kuwait","1981-04-24","111704","QDi.184"
"Individual (개인)","ABU RUSDAN","","1960-08-16","113215","QDi.186"
"Individual (개인)","ARIS SUMARSONO","Indonesia","1963-04-19","113444","QDi.187"
"Individual (개인)","FAYCAL BOUGHANEMI","Tunisia","1966-10-28","111798","QDi.188"
"Individual (개인)","ABDELKADER LAAGOUB","Morocco","1966-04-23","112483","QDi.190"
"Individual (개인)","ABD ALLAH MOHAMED RAGAB ABDEL RAHMAN","Egypt","1957-11-03","111533","QDi.192"
"Individual (개인)","ZAKI EZAT ZAKI AHMED","Egypt","1960-04-21","111641","QDi.193"
"Individual (개인)","ALI SAYYID MUHAMED MUSTAFA BAKRI","Egypt","1966-04-18","113212","QDi.196"
"Individual (개인)","HANI AL-SAYYID AL-SEBAI YUSIF","Egypt","1961-03-01","112021","QDi.198"
"Individual (개인)","FARHAD KANABI AHMAD","Iraq","1971-07-01","111953","QDi.203"
"Individual (개인)","ISNILON TOTONI HAPILON","Philippines","1966-03-18","112075","QDi.204"
"Individual (개인)","RADULAN SAHIRON","Philippines","","113323","QDi.208"
"Individual (개인)","ABDULLAH ANSHORI","Indonesia","","111790","QDi.216"
"Individual (개인)","ABU BAKAR BA'ASYIR","Indonesia","1938-08-17","111792","QDi.217"
"Individual (개인)","GUN GUN RUSMAN GUNAWAN","Indonesia","1977-07-06","111952","QDi.218"
"Individual (개인)","TAUFIK RIFKI","Indonesia","1974-08-19","113435","QDi.219"
"Individual (개인)","NESSIM BEN ROMDHANE SAHRAOUI","Tunisia","1973-08-03","2758395","QDi.222"
"Individual (개인)","MERAI ABDEFATTAH KHALIL ZOGHBI","Libya","1969-04-04","2758288","QDi.223"
"Individual (개인)","NAJMUDDIN FARAJ AHMAD","Iraq","1956-07-07","2762998","QDi.226"
"Individual (개인)","MOHAMMED AL GHABRA","United Kingdom of Great Britain and Northern Ireland","1980-06-01","2760967","QDi.228"
"Individual (개인)","ALY SOLIMAN MASSOUD ABDUL SAYED","Libya","","2786469","QDi.229"
"Individual (개인)","SALEM NOR ELDIN AMOHAMED AL-DABSKI","Libya","","2786246","QDi.231"
"Individual (개인)","ABDELMALEK DROUKDEL","Algeria","1970-04-20","2785476","QDi.232"
"Individual (개인)","HAMID ABDALLAH AHMAD AL-ALI","Kuwait","1960-01-20","2797951","QDi.236"
"Individual (개인)","JABER ABDALLAH JABER AHMAD AL-JALAHMAH","Kuwait","1959-09-24","2797952","QDi.237"
"Individual (개인)","MUBARAK MUSHAKHAS SANAD MUBARAK AL-BATHALI","Kuwait","1961-10-01","2797841","QDi.238"
"Individual (개인)","ANGELO RAMIREZ TRINIDAD","Philippines","1978-03-20","2813362","QDi.241"
"Individual (개인)","DINNO AMOR ROSALEJOS PAREJA","Philippines","1981-07-19","2812923","QDi.242"
"Individual (개인)","FELICIANO SEMBORIO DELOS REYES JR.","Philippines","1963-11-04","2813147","QDi.243"
"Individual (개인)","HILARION DEL ROSARIO SANTOS","Philippines","1966-03-12","2813148","QDi.244"
"Individual (개인)","PIO ABOGNE DE VERA","Philippines","1969-12-19","2813149","QDi.245"
"Individual (개인)","REDENDO CAIN DELLOSA","Philippines","1972-05-15","2813036","QDi.246"
"Individual (개인)","RUBEN PESTANO LAVILLA, JR","Philippines","1972-10-04","2813150","QDi.247"
"Individual (개인)","RICARDO PEREZ AYERAS","Philippines","1973-09-15","2813253","QDi.248"
"Individual (개인)","YAHIA DJOUADI","Algeria","1967-01-01","2816344","QDi.249"
"Individual (개인)","AMOR MOHAMED GHEDEIR","Algeria","","2816565","QDi.250"
"Individual (개인)","SALAH EDDINE GASMI","Algeria","1971-04-13","2816345","QDi.251"
"Individual (개인)","AHMED DEGHDEGH","Algeria","1967-01-17","2816243","QDi.252"
"Individual (개인)","ADEM YILMAZ","Türkiye","1978-11-04","2830354","QDi.261"
"Individual (개인)","REDOUANE EL HABHAB","Germany","1969-12-20","2830919","QDi.262"
"Individual (개인)","HAFIZ MUHAMMAD SAEED","Pakistan","1950-06-05","2833107","QDi.263"
"Individual (개인)","ZAKI-UR-REHMAN LAKHVI","Pakistan","1960-12-30","2832887","QDi.264"
"Individual (개인)","HAJI MUHAMMAD ASHRAF","Pakistan","1965-03-01","2832890","QDi.265"
"Individual (개인)","MAHMOUD MOHAMMAD AHMED BAHAZIQ","Saudi Arabia","1943-08-17","2832991","QDi.266"
"Individual (개인)","ABDUL HAQ","China","1971-10-10","2854925","QDi.268"
"Individual (개인)","ARIF QASMANI","Pakistan","","2863362","QDi.271"
"Individual (개인)","MOHAMMED YAHYA MUJAHID","Pakistan","1961-03-12","2863574","QDi.272"
"Individual (개인)","FAZEEL-A-TUL SHAYKH ABU MOHAMMED AMEEN AL-PESHAWARI","Afghanistan","","2863393","QDi.273"
"Individual (개인)","AKRAM TURKI HISHAN AL-MAZIDIH","","","2892251","QDi.276"
"Individual (개인)","GHAZY FEZZA HISHAN AL-MAZIDIH","","","2892252","QDi.277"
"Individual (개인)","MUTHANNA HARITH SALMAN AL-DARI","Iraq","1969-06-16","2894441","QDi.278"
"Individual (개인)","MOHAMED BELKALEM","Algeria","1969-12-19","2902221","QDi.279"
"Individual (개인)","TAYEB NAIL","Algeria","","2901762","QDi.280"
"Individual (개인)","QASIM MOHAMED MAHDI AL-RIMI","Yemen","1978-06-05","2903810","QDi.282"
"Individual (개인)","ANWAR NASSER ABDULLA AL-AULAQI","United States of America","1971-04-21","2913655","QDi.283"
"Individual (개인)","SAID JAN ‘ABD AL-SALAM","Afghanistan","1981-02-05","2959427","QDi.289"
"Individual (개인)","DOKU KHAMATOVICH UMAROV","Russian Federation","1964-04-13","2960872","QDi.290"
"Individual (개인)","IBRAHIM HASSAN TALI AL-ASIRI","Saudi Arabia","1982-04-19","2962519","QDi.291"
"Individual (개인)","OTHMAN AHMED OTHMAN AL-GHAMDI","Saudi Arabia","1979-05-27","2968403","QDi.292"
"Individual (개인)","ABDUL RAHIM BA'AYSIR","Indonesia","1977-11-16","2971675","QDi.293"
"Individual (개인)","UMAR PATEK","Indonesia","1966-07-20","2971762","QDi.294"
"Individual (개인)","MUHAMMAD JIBRIL ABDUL RAHMAN","Indonesia","1984-05-28","2972739","QDi.295"
"Individual (개인)","MATI UR-REHMAN ALI MUHAMMAD","Pakistan","","2973988","QDi.296"
"Individual (개인)","ABD AL-RAHMAN OULD MUHAMMAD AL-HUSAYN OULD MUHAMMAD SALIM","Mauritania","","2974555","QDi.298"
"Individual (개인)","IBRAHIM AWWAD IBRAHIM ALI AL-BADRI AL-SAMARRAI","Iraq","","2975516","QDi.299"
"Individual (개인)","MONIR CHOUKA","Germany","1981-07-30","2982105","QDi.300"
"Individual (개인)","YASSIN CHOUKA","Germany","1984-12-11","2981652","QDi.301"
"Individual (개인)","FAZAL RAHIM","Afghanistan","1974-01-05","2983791","QDi.303"
"Individual (개인)","MOCHAMMAD ACHWAN","Indonesia","1948-05-04","2983821","QDi.304"
"Individual (개인)","ABDUL ROSYID RIDHO BA'ASYIR","Indonesia","1974-01-31","2983638","QDi.305"
"Individual (개인)","MUSTAFA HAJJI MUHAMMAD KHAN","Pakistan","","2983746","QDi.306"
"Individual (개인)","HAFIZ ABDUL SALAM BHUTTAVI","Pakistan","","2983834","QDi.307"
"Individual (개인)","ZAFAR IQBAL","Pakistan","1953-10-04","2983973","QDi.308"
"Individual (개인)","ABDUR REHMAN","Pakistan","1965-10-03","2983651","QDi.309"
"Individual (개인)","AYYUB BASHIR","Uzbekistan","","2999481","QDi.311"
"Individual (개인)","AAMIR ALI CHAUDHRY","Pakistan","1986-08-03","2999482","QDi.312"
"Individual (개인)","DJAMEL AKKACHA","Algeria","1978-05-09","3002734","QDi.313"
"Individual (개인)","ABDERRAHMANE OULD EL AMAR","Mali","","3012888","QDi.314"
"Individual (개인)","HAMADA OULD MOHAMED EL KHAIRY","Mauritania","","3013119","QDi.315"
"Individual (개인)","IYAD AG GHALI","Mali","","3012677","QDi.316"
"Individual (개인)","MUHAMMAD JAMAL ABD-AL RAHIM AHMAD AL-KASHIF","Egypt","1964-01-01","3026942","QDi.318"
"Individual (개인)","MOHAMED LAHBOUS","Mali","","3026710","QDi.319"
"Individual (개인)","ABD-AL-HAMID AL-MASLI","Libya","","3029127","QDi.320"
"Individual (개인)","ABUBAKAR MOHAMMED SHEKAU","Nigeria","","6908425","QDi.322"
"Individual (개인)","SAID ARIF","Algeria","1964-06-25","6908423","QDi.323"
"Individual (개인)","ABDUL MOHSEN ABDALLAH IBRAHIM AL CHAREKH","Saudi Arabia","1985-07-13","6908400","QDi.324"
"Individual (개인)","ABOU MOHAMED AL ADNANI","Iraq","","6908395","QDi.325"
"Individual (개인)","HAMID HAMAD HAMID AL-‘ALI","Kuwait","1960-11-17","6908398","QDi.326"
"Individual (개인)","ABDELRAHMAN MOUHAMAD ZAFIR AL DABIDI AL JAHANI","Saudi Arabia","1971-12-04","6908424","QDi.327"
"Individual (개인)","AHMED ABDULLAH SALEH AL-KHAZMARI AL-ZAHRANI","Saudi Arabia","1978-09-15","6908407","QDi.329"
"Individual (개인)","AZZAM ABDULLAH ZUREIK AL-MAULID AL-SUBHI","Saudi Arabia","1976-04-12","6908408","QDi.330"
"Individual (개인)","ANDERS CAMEROON OSTENSVIG DALE","Norway","1978-10-19","6908411","QDi.331"
"Individual (개인)","IBRAHIM SULEIMAN HAMAD AL-HABLAIN","Saudi Arabia","1984-12-17","6908401","QDi.332"
"Individual (개인)","SEIFALLAH BEN OMAR BEN MOHAMED BEN HASSINE","Tunisia","1965-11-08","6908413","QDi.333"
"Individual (개인)","‘ABD AL-RAHMAN BIN ‘UMAYR AL-NU’AYMI","Qatar","","6908414","QDi.334"
"Individual (개인)","‘ABD AL-RAHMAN KHALAF ‘UBAYD JUDAY’ AL-‘ANIZI","Kuwait","1973-03-06","6908399","QDi.335"
"Individual (개인)","MAYSAR ALI MUSA ABDALLAH AL-JUBURI","Iraq","1976-06-01","6908417","QDi.337"
"Individual (개인)","SHAFI SULTAN MOHAMMED AL-AJMI","Kuwait","1973-01-01","6908397","QDi.338"
"Individual (개인)","‘ABD AL-RAHMAN MUHAMMAD MUSTAFA AL-QADULI","Iraq","","6908419","QDi.339"
"Individual (개인)","EMILIE EDWIGE KONIG","France","1984-12-09","6908420","QDi.340"
"Individual (개인)","KEVIN JORDAN AXEL GUIAVARCH","France","1993-03-12","6908421","QDi.341"
"Individual (개인)","OUMAR DIABY","Senegal","1975-08-05","6908422","QDi.342"
"Individual (개인)","ASHRAF MUHAMMAD YUSUF 'UTHMAN 'ABD AL-SALAM","Jordan","","6908440","QDi.343"
"Individual (개인)","IBRAHIM 'ISA HAJJI MUHAMMAD AL-BAKR","Qatar","1977-07-12","6908441","QDi.344"
"Individual (개인)","TARKHAN TAYUMURAZOVICH BATIRASHVILI","Georgia","1986-01-11","6908442","QDi.345"
"Individual (개인)","ANGGA DIMAS PERSHADA","Indonesia","1985-03-04","6908445","QDi.348"
"Individual (개인)","BAMBANG SUKIRNO","Indonesia","1975-04-05","6908446","QDi.349"
"Individual (개인)","WIJI JOKO SANTOSO","Indonesia","1975-07-14","6908447","QDi.350"
"Individual (개인)","MAULANA FAZLULLAH","","","6908452","QDi.352"
"Individual (개인)","ALI BEN TAHER BEN FALEH OUNI HARZI","Tunisia","1986-03-09","6908453","QDi.353"
"Individual (개인)","TARAK BEN TAHER BEN FALEH OUNI HARZI","Tunisia","1982-05-03","6908454","QDi.354"
"Individual (개인)","SOFIANE BEN GOUMO","Libya","1959-06-26","6908468","QDi.355"
"Individual (개인)","AQSA MAHMOOD","United Kingdom of Great Britain and Northern Ireland","1994-05-11","6908473","QDi.356"
"Individual (개인)","ASEEL MUTHANA","United Kingdom of Great Britain and Northern Ireland","1996-11-22","6908484","QDi.357"
"Individual (개인)","NASSER AHMED MUTHANA","United Kingdom of Great Britain and Northern Ireland","1994-04-29","6908474","QDi.358"
"Individual (개인)","OMAR ALI HUSSAIN","United Kingdom of Great Britain and Northern Ireland","1987-03-21","6908475","QDi.359"
"Individual (개인)","SALLY-ANNE FRANCES JONES","United Kingdom of Great Britain and Northern Ireland","1968-11-17","6908476","QDi.360"
"Individual (개인)","AMRU AL-ABSI","","","6908477","QDi.361"
"Individual (개인)","MAGHOMED MAGHOMEDZAKIROVICH ABDURAKHMANOV","Russian Federation","1974-11-24","6908487","QDi.363"
"Individual (개인)","ISLAM SEIT-UMAROVICH ATABIEV","Russian Federation","1983-09-29","6908488","QDi.364"
"Individual (개인)","AKHMED RAJAPOVICH CHATAEV","Russian Federation","1980-07-04","6908489","QDi.365"
"Individual (개인)","TARKHAN ISMAILOVICH GAZIEV","Russian Federation","1965-11-11","6908490","QDi.366"
"Individual (개인)","ZAURBEK SALIMOVICH GUCHAEV","Russian Federation","1975-09-07","6908492","QDi.367"
"Individual (개인)","SHAMIL MAGOMEDOVICH ISMAILOV","Russian Federation","1980-10-29","6908493","QDi.368"
"Individual (개인)","MU’TASSIM YAHYA ‘ALI AL-RUMAYSH","Yemen","1973-01-04","6908478","QDi.369"
"Individual (개인)","TARAD MOHAMMAD Alnori Alfares ALJARBA","Saudi Arabia","1979-11-20","6908479","QDi.370"
"Individual (개인)","ABD AL-BASET AZZOUZ","Libya","1966-02-07","6908525","QDi.371"
"Individual (개인)","GULMUROD KHALIMOV","Tajikistan","1975-05-14","6908527","QDi.372"
"Individual (개인)","NUSRET IMAMOVIC","Bosnia and Herzegovina","1971-09-26","6908529","QDi.374"
"Individual (개인)","BOUBAKER BEN HABIB BEN AL-HAKIM","France","1983-08-01","6908481","QDi.375"
"Individual (개인)","PETER CHERIF","France","1982-08-26","6908482","QDi.376"
"Individual (개인)","MUHANNAD AL-NAJDI","Saudi Arabia","1984-05-19","6908530","QDi.377"
"Individual (개인)","MAXIME HAUCHARD","France","1992-03-17","6908483","QDi.378"
"Individual (개인)","ABD AL-LATIF BIN ABDALLAH SALIH MUHAMMAD AL-KAWARI","Qatar","1973-09-28","6908470","QDi.380"
"Individual (개인)","SA'D BIN SA'D MUHAMMAD SHARIYAN AL-KA'BI","Qatar","1972-02-15","6908472","QDi.382"
"Individual (개인)","MORAD LAABOUDI","Morocco","1993-02-26","6908531","QDi.383"
"Individual (개인)","ALI MUSA AL-SHAWAKH","Syrian Arab Republic","","6908532","QDi.384"
"Individual (개인)","HASAN AL-SALAHAYN SALIH AL-SHA’ARI","Libya","","6908533","QDi.385"
"Individual (개인)","MOUNIR BEN DHAOU BEN BRAHIM BEN HELAL","Tunisia","1983-05-10","6908534","QDi.386"
"Individual (개인)","MOHAMMED ABDEL-HALIM HEMAIDA SALEH","Egypt","1988-09-22","6908535","QDi.387"
"Individual (개인)","SALIM BENGHALEM","France","1980-07-06","6908536","QDi.388"
"Individual (개인)","ABU UBAYDAH YUSUF AL-ANABI","Algeria","1969-02-07","6908537","QDi.389"
"Individual (개인)","FAYSAL AHMAD BIN ALI AL-ZAHRANI","Saudi Arabia","1986-01-19","6908542","QDi.392"
"Individual (개인)","HUSAYN JUAYTHINI","State of Palestine","1977-05-03","6908544","QDi.394"
"Individual (개인)","MUHAMMAD SHOLEH IBRAHIM","Indonesia","","6908545","QDi.395"
"Individual (개인)","ASLAN AVGAZAROVICH BYUTUKAEV","Russian Federation","1974-10-22","6908547","QDi.396"
"Individual (개인)","AYRAT NASIMOVICH VAKHITOV","Russian Federation","1977-03-27","6908548","QDi.397"
"Individual (개인)","RUSTAM MAGOMEDOVICH ASELDEROV","Russian Federation","1981-03-09","6908574","QDi.398"
"Individual (개인)","BASSAM AHMAD AL-HASRI","Syrian Arab Republic","1969-01-01","6908575","QDi.399"
"Individual (개인)","IYAD NAZMI SALIH KHALIL","Jordan","","6908576","QDi.400"
"Individual (개인)","GHALIB ABDULLAH AL-ZAIDI","Yemen","","6908577","QDi.401"
"Individual (개인)","FARED SAAL","Germany","1989-02-18","6908598","QDi.403"
"Individual (개인)","MUHAMMAD BAHRUM NAIM ANGGIH TAMTOMO","Indonesia","1983-09-06","6908600","QDi.404"
"Individual (개인)","Malik Ruslanovich Barkhanoev","Russian Federation","1992-03-14","6908601","QDi.405"
"Individual (개인)","Murad Iraklievich Margoshvili","Russian Federation","1970-01-15","6908602","QDi.406"
"Individual (개인)","OMAN ROCHMAN","Indonesia","1972-01-05","6908603","QDi.407"
"Individual (개인)","ALEXANDA AMON KOTEY","United Kingdom of Great Britain and Northern Ireland","1983-12-13","6908608","QDi.408"
"Individual (개인)","ELSHAFEE EL SHEIKH","United Kingdom of Great Britain and Northern Ireland","1988-07-16","6908609","QDi.409"
"Individual (개인)","SHANE DOMINIC CRAWFORD","Trinidad and Tobago","1986-02-22","6908611","QDi.410"
"Individual (개인)","SALIM MUSTAFA MUHAMMAD AL-MANSUR","Iraq","1962-02-20","6908658","QDi.411"
"Individual (개인)","UMAR MAHMUD IRHAYYIM AL-KUBAYSI","Iraq","1967-06-16","6908659","QDi.412"
"Individual (개인)","MYRNA AJIJUL MABANZA","Philippines","1991-07-11","6908700","QDi.413"
"Individual (개인)","ABDULPATTA ESCALON ABUBAKAR","Philippines","1965-03-03","6908701","QDi.414"
"Individual (개인)","ADNAN ABOU WALID AL-SAHRAOUI","","1973-02-16","6908718","QDi.415"
"Individual (개인)","MOHAMMED YUSIP KARIM","Indonesia","1978-10-11","6908719","QDi.416"
"Individual (개인)","MOHAMAD RAFI BIN UDIN","Malaysia","1966-06-03","6908720","QDi.417"
"Individual (개인)","MUHAMMED REZA LAHAMAN KIRAM","Philippines","1990-03-03","6908721","QDi.418"
"Individual (개인)","ANJEM CHOUDARY","United Kingdom of Great Britain and Northern Ireland","1967-01-18","6908742","QDi.419"
"Individual (개인)","TAHA IBRAHIM ABDALLAH BAKR AL KHUWAYT","Iraq","","6908757","QDi.420"
"Individual (개인)","HAMZA USAMA MUHAMMAD BIN LADEN","","1989-05-09","6908767","QDi.421"
"Individual (개인)","MOHAMMED MASOOD AZHAR ALVI","Pakistan","1968-07-10","6908769","QDi.422"
"Individual (개인)","ALI MAYCHOU","Morocco","1983-05-25","6908782","QDi.423"
"Individual (개인)","BAH AG MOUSSA","Mali","1958-01-01","6908783","QDi.424"
"Individual (개인)","AMADOU KOUFA","","","6908823","QDi.425"
"Individual (개인)","Amir Muhammad Sa’id Abdal-Rahman al-Salbi","Iraq","1976-10-05","6908841","QDi.426"
"Individual (개인)","NOOR WALI MEHSUD","Pakistan","1978-06-26","6908843","QDi.427"
"Individual (개인)","JAMAL HUSSEIN HASSAN ZEINIYE","Syrian Arab Republic","1972-08-17","6908833","QDi.428"
"Individual (개인)","MOHAMMAD ALI AL HABBO","Syrian Arab Republic","1983-10-01","6908857","QDi.429"
"Individual (개인)","EMRAAN ALI","Trinidad and Tobago","1967-07-04","6908858","QDi.430"
"Individual (개인)","SANAULLAH GHAFARI","Afghanistan","1994-10-28","6908866","QDi.431"
"Individual (개인)","ASHRAF AL-QIZANI","Tunisia","1991-10-05","6908861","QDi.432"
"Individual (개인)","ABDUL REHMAN MAKKI","Pakistan","1954-12-10","6908887","QDi.433"
"Individual (개인)","MAULAWI RAJAB","Afghanistan","","6908904","QDi.434"
"Individual (개인)","SULTAN AZIZ AZAM","","","6908905","QDi.435"
"Individual (개인)","ABUBAKAR SWALLEH","Uganda","1992-01-13","6909290","QDi.436"
"Individual (개인)","GAFFAR MOHAMMED ELHASSAN","na","1952-06-24","690784","SDi.001"
"Individual (개인)","MUSA HILAL ABDALLA ALNSIEM","Sudan","1964-01-01","690785","SDi.002"
"Individual (개인)","JIBRIL ABDULKARIM IBRAHIM MAYU","Sudan","1967-01-01","690788","SDi.004"
"Individual (개인)","ABDEL RAHMAN JUMA BARKALLA","Sudan","1969-01-01","6909269","SDi.005"
"Individual (개인)","OSMAN MOHAMED HAMID MOHAMED","Sudan","1966-01-01","6909270","SDi.006"
"Individual (개인)","Yasin Ali Baynah","Somalia","1965-12-24","6908032","SOi.001"
"Individual (개인)","HASSAN DAHIR AWEYS","Somalia","","6908034","SOi.002"
"Individual (개인)","HASSAN ABDULLAH HERSI AL-TURKI","Somalia","","6908035","SOi.003"
"Individual (개인)","AHMED ABDI AW-MOHAMED","Somalia","1977-07-10","6908036","SOi.004"
"Individual (개인)","FUAD MOHAMED KHALAF","Somalia","","6908037","SOi.005"
"Individual (개인)","BASHIR MOHAMED MAHAMOUD","Somalia","","6908038","SOi.006"
